DATE_TIME,DESCRIPTION,LAST_UPDATED,LOCATION,LOCATION_GMAPS,NAME,NOTES,ORGANIZER,SOCIAL,SOURCE,TAGS,TYPES,URL
"Jun 11, 2017  6:30 AM - Jun 11, 2017  5:00 PM EDT","b'Be part of history and take a stand. Join us for the Equality March for Unity & Pride in Washington, DC on June 11, 2017.\nDrawing inspiration from the Women\'s March on Washington, gay activists have announced plans for the  Equality March, a ""mass"" LGBT protest at the nation\'s capital on June 11. This march will coincide with Washington DC PRIDE celebrations.\nCAMP Rehoboth is sponsoring a bus trip to DC on June 11th. We have 106 seats available on two coach buses. The buses will leave the Rehoboth area and arrive in DC for the march. We will try to get as close to the capital in DC as possible, but depending on the crowds predicted, the drop-off point might be at a Metro stop.\nYou will have all day in DC and we will depart later that afternoon. More details will be released when the organizers of the march release further information.\nPlease remember that this is a grassroots march and you will need to flexible on the day of the march.\nThe trip is $35.00 per person. This includes round trip to DC, driver tip and snacks.\nTickets are non-refundable and non-transferable.'",2017-06-05 20:30:53.321714,"37 Baltimore Avenue, Rehoboth Beach, DE 19971","https://www.google.com/maps?q=38.7173607,-75.0800315",EQUALITY MARCH FOR UNITY & PRIDE: CAMP REHOBOTH BUS TRIP TO WASHINGTON D.C.,Parsed www.risestronger.org for training data,Camp Rehoboth,[],risestronger.org,[],[],https://risestronger.org/events/camp-rehoboth-national-pride-march-bus-trip-to-washington-d-c
"Jun 13, 2017  7:00 PM - Jun 13, 2017  8:45 PM EDT","b""Travel back through time to the days of high school civics. We'll dive into history, geography, political science, and pop culture. Get a refresher in civics in the safe space of the League of Women Voters (LWV) and Victory Comics! Everyone is welcome!\n*This is a recurring game night. Join us the 2nd Tuesday of every month at Victory Comics!\nTo learn more about the League (LWV), check out some websites:\nLwv.org\nLwv-va.org\nLwvfallschurch.org\nLwv-Fairfax.org\nLwv-arlingtonva.org\nLWVdc.org""",2017-06-05 20:30:54.224156,"586 S Washington St, Falls Church, VA, 22046","https://www.google.com/maps?q=38.8794544,-77.1786911",CIVICS GAME NIGHT!,Parsed www.risestronger.org for training data,Victory Comics,['https://facebook.com/events/1599768426702380'],risestronger.org,[],[],https://risestronger.org/events/civics-game-night
"Jun 14, 2017 12:00 PM - Jun 14, 2017  1:00 PM PDT","b'Join the Women\'s Earth and Climate Action Network for a free, online Education and Advocacy Training for Women for Climate Justice - \'Women for Soils: Healthy Soils, Restorative Small-Scale Farming\', to be presented June 14, 2017.\nSince the rise of industrial agriculture, global food production has become one of the top sources of fossil fuel emissions, diversity loss, habitat erosion, pollution and subsequent climate change impacts. However while chemical agriculture pushes us towards climate crisis - small-scale, agro-ecologic farmers are standing up to remind us that healthy soil, diverse seeds and strong farming communities are in fact an essential solution to cool the planet and feed the world in a just and sustainable manner. As La Via Campesina points out, \xe2\x80\x9cpolicies for sustainable agriculture on a small-scale can not only reduce emissions from industrial agriculture, but can in fact contribute to carbon sequestration in the soil, and through the preservation of native forests and biodiversity.""\nIn countries around the world, women, who produce 60-80% of all food in developing nations, are rising to protect their soil, seeds, lands and livelihoods. In this training we will explore women leading movements for healthy soils and regenerative farming and the role of soils in climate solutions, while also understanding that farming land cannot become a carbon offset mechanism for managing the climate crisis. Presenters will discuss women farmers, agro-ecology, peasant farming, and carbon sequestration as part of the solution to the climate crisis, while highlighting farmers\' rights, food sovereignty and ecosystem integrity.\nSpeakers to date include: Precious Phiri (Regeneration Internationall, Zimbabwe); Diana Donlon (Center for Food Safety\'s Cool Foods Campaign, USA); Elizabeth Mpofu (General Coordinator of La Via Campesina, Zimbabwe); Calla Rose Ostrander (Project Drawdown, USA)\nFull details, speaker biographies and call in information will be available at:\nhttp://wecaninternational.org/pages/us-climate-ini...'",2017-06-05 20:30:55.078248,,"https://www.google.com/maps?q=34.1047122,-117.5788718","WOMEN FOR SOILS: HEALTHY SOILS, RESTORATIVE SMALL-SCALE FARMING",Parsed www.risestronger.org for training data,"FREE, ONLINE TRAINING",['https://facebook.com/events/373858063007189'],risestronger.org,[],[],https://risestronger.org/events/women-for-soils-healthy-soils-restorative-small-scale-farming
"Jun 22, 2017  6:30 PM - Jun 22, 2017  8:00 PM EDT","b'Please join the Atlanta NAACP for our monthly General Membership meeting. We meet the 4th Thursday of every month from 6:30 - 8:00 pm. We address concerns of the community, provide committee updates and more.\nWe welcome current members as well as new members.'",2017-06-05 20:30:56.051794,"970 Martin Luther  King, Jr Drive SW, Atlanta, GA, 30314","https://www.google.com/maps?q=33.7547442,-84.4192752",NAACP ATLANTA GENERAL MEMBERSHIP MEETING,Parsed www.risestronger.org for training data,Atlanta NAACP,['https://facebook.com/events/356036371441794'],risestronger.org,['Civil Rights and Civil Liberties'],[],https://risestronger.org/events/naacp-atlanta-general-membership-meeting-4036f8e9-6fe2-4051-893a-8949d07756fb
"Aug 26, 2017  1:00 PM - Aug 26, 2017  5:00 PM COT","b'INDIVISIBLE MARCH\xe2\x80\x8b\nJoin the Indivisible Movement to Resist Trump\xe2\x80\x99s Agenda\nRSVP 8.26\n\xe2\x80\x8bMarch in celebration of The Resistance and The 19th Amendment. INDIVISIBLE SUFFRAGISTS are in solidarity of Indivisible Actions inspired by the INDIVISIBLE GUIDE. The date of 8.26 was purposefully chosen based upon the official enactment. Thus in 1971, August 26 became designated as ""Women\'s Equality Day"" in the United States. If you are one of the 5,982+ officially registered Indivisible Groups via indivisibleguide.com and are interested in participating in the INDIVISIBLE MARCH, we welcome you to join us in celebration of our historical progress and accomplishments of THE RESISTANCE. We intend to acknowledge the 97th Anniversary of the 19th Amendment in 2017 and beyond. Please help us to uplift Indivisible Actions across the United States, and worldwide, for the countdown to the 100th anniversary in 2020. We ask that you register on indivisiblemarch.org via the RSVP page to confirm your attendance. Participation is not limited to Indivisible Groups. All like minded NPO organizations and activist groups contributing to THE RESISTANCE are welcome to take leadership in organizing and participating in the INDIVISIBLE MARCH. WE THE PEOPLE are the INDIVISIBLE MARCH.\xe2\x80\x8b\nFurther Description : TBA'",2017-06-05 20:30:57.188582,,,INDIVISIBLE MARCH ON SITKA,Parsed www.risestronger.org for training data,"Crescent Harbor Shelter? Lincoln St, Sitka, AK 99835",['https://facebook.com/events/289887998119103'],risestronger.org,[],[],https://risestronger.org/events/indivisible-march-on-sitka
"Jun 25, 2017  3:00 PM - Jun 25, 2017  7:00 PM CDT",b'SAVE THE DATE: MARCH FOR EDUCATION EQUALITY...We will host a Rally at Trump Tower and then we will March to Federal Plaza',2017-06-05 20:30:58.161720,"401 N Wabash Avenue, Chicago, IL, 60611","https://www.google.com/maps?q=41.8889377,-87.6263542","SAVE THE DATE: JUNE 25TH, 2017- MARCH AGAINST EDUCATION INEQUALITY!",Parsed www.risestronger.org for training data,Trump International Hotel & Tower Chicago,['https://facebook.com/events/260992601010088'],risestronger.org,[],[],https://risestronger.org/events/save-the-date-june-25th-2017-march-against-education-inequality
"Jul 28, 2017  5:00 PM - Jul 30, 2017 10:30 AM CDT","b'It was first announced on the neo-Nazi website\nStormfront\nalthough it isn\'t being promoted heavily on the American Renaissance website itself, but considering the fact that the Age of Trump has meant the neo-Fascists in this country are being confronted by those who do not want those ideals running this society, they know that AmRen 2017 is going to be met with opposition. That\'s probably why the theme of this year\'s conference is ""Turning the Tide."" That\'s not just a reference to what they think might be happening during Trump\'s reign. It is also the name of a\npopular antifa publication\nby Anti-Racist Action L.A. -\nPeople Against Racist Terror\n! That\'s a good sign that they are picking a fight, but this is the year where all realize that we do indeed need to come out and protect our freedoms like never before. Montgomery Bell Park Inn just might find itself with the biggest anti-AmRen rally they have seen since AmRen had been hosting conferences there in 2013.\nThe American Renaissance Conference - AmRen for short - is sponsored by the newsletter published by White Supremacist Jared Taylor, considered the godfather of the so-called \'alt-right"". It will be held at  Montgomery Bell State Park Inn, 45 minutes from Nashville, Tennessee and there is no public transportation there. They chose this location not just because it is a public facility - which means by the way that the public has a right to be inside the conference center that we should say has a great restaurant - but because it is so remote. That\'s not going to deter folks this time around, and the fact that this is taking place in the summer as opposed to the usual spring outings they have, expect that even more.'",2017-06-05 20:30:59.010534,"1020 Jackson Hill Rd, Burns, TN, 37029","https://www.google.com/maps?q=36.0908378,-87.2811007",OPPOSE THE HATE AT THE 2017 AMERICAN RENAISSANCE CONFERENCE!,Parsed www.risestronger.org for training data,Montgomery Bell State Park,['https://facebook.com/events/133081070551637'],risestronger.org,['Civil Rights and Civil Liberties'],[],https://risestronger.org/events/oppose-the-hate-at-the-2017-american-renaissance-conference
"Aug 9, 2017  6:00 PM - Aug 9, 2017  7:15 PM EDT","b'All are welcome. No RSVP required. Meetings are bi-weekly through summer, and will resume their weekly schedule on September 6. Events and volunteer opportunities are sure to arise, however!\nActivist meetings will consist of event planning, occasional training, and some administrative tasks as necessary.\nSnacks provided.\nChildren welcome, but we are unable to provide child care.\nAny event changes (time, location, cancellation, etc.) will be posted by 3pm on event day.'",2017-06-05 20:30:59.902785,"5245 Pickard St, Mount Pleasant, MI, 48858","https://www.google.com/maps?q=43.6122691,-84.7432226",MOUNT PLEASANT - PLANNED PARENTHOOD ACTIVIST NIGHT,Parsed www.risestronger.org for training data,IHOP,['https://facebook.com/events/276017349523291'],risestronger.org,"['Healthcare', 'Civil Rights and Civil Liberties']",[],https://risestronger.org/events/mount-pleasant-activist-night-0026a8f6-244c-421f-b027-3e7b35b3194a
"Aug 26, 2017  1:00 PM - Aug 26, 2017  5:00 PM CDT","b'NOTICE : The following Indivisible Action currently requires Host(s). Unless official INDIVISIBLE MARCH Host(s) has been assigned to this event, the date shall be postponed (i.e. The initial scheduled date of August 26th 2017 shall be amended to the date of August 26th 2018 due to lack of leadership).indivisibleguide.com and/or indivisiblesuffragists.org (and/or all related Sponsorships and/or all Partnerships) shall NOT be liable for any special or consequential actions and/or damages that result from the use of, or the inability to use, the materials on this site or any and/or all related sites or any and/or all Social Media in association with the performance of the Host(s) organizing and representingindivisiblemarch.org, even if Indivisible Guide and/or Indivisible Suffragists has been advised of the possibility of such damages. The materials available on and/or from Facebook and Action Network are provided for general informational purposes only, do not constitute legal advice, and are not guaranteed to be complete or up-to-date in respect to the Indivisible Action INDIVISIBLE MARCH. Indivisible Suffragists does not provide legal advice and does not create an attorney-client relationship. If you need legal advice in regarding the INDIVISIBLE MARCH or any other subject matter in respect to The Resistance, please contact an attorney directly.\nORGANIZERS : The INDIVISIBLE MARCH Host(s) position is an honorable volunteered leadership position. If you represent an officially registered Indivisible Group or choose to register your group as an Indivisible Group on the indivisibleguide.com website via GROUP REGISTRATION, you qualify for the position of INDIVISIBLE MARCH Host(s) on behalf of your City or County district and may click onto the ORGANIZERS link to complete your Host(s) registration. The application for INDIVISIBLE MARCH Host(s) is not limited to representatives of Indivisible Groups, any and/or all unofficially registered progressive organizations and/or all groups resisting Trump\'s Agenda may apply as well.\nLINK :  http://indivisiblemarch.weebly.com/organizers.html\nDESCRIPTION :  INDIVISIBLE SUFFRAGISTS are in solidarity of the many Indivisible Actions inspired by the Indivisible Guide and Indivisible Groups Nationwide. The purpose of the INDIVISIBLE MARCH is to organize our resistance efforts more effectively and unify the accomplishments of more than 5,982 registered Indivisible Groups in the United States of America. We welcome you to take leadership as a Community Organizer in collaborating with other like-minded political activists to celebrate The Resistance.\nPROMOTION : We suggest that Host(s) create a FREE website via weebly.com or, if applicable, use your current Indivisible Group website for ""Host Contact Info"". That way Marchers can receive updates directly from your Indivisible Group site up until the last minute if your local INDIVISIBLE MARCH and Rally schedule changes.\nLOCATION : Location subject to change based upon required permits. Although ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances"", WE THE PEOPLE must abide by local laws that may limit the time, place and manner of such protests, to balance the rights of others and the safety of the community.\nPARKING : TBA\nTRANSPORTATION : TBA\nDATE : The date of August 26th was purposefully chosen for the 1st Annual INDIVISIBLE MARCH. Women in the United States were granted the right to vote on August 26, 1920, when the 19th Amendment to the United States Constitution was certified as law. Thus in 1971, August 26th became designated as ""Women\'s Equality Day"" in America. We intend to acknowledge the 97th Anniversary of the 19th Amendment in 2017 and beyond. Please help us to organize this historic event in a safe, legal and peaceful manner to uplift ALL Indivisible Groups across the United States as we commemorate the countdown to the 100th anniversary of the 19th Amendment in 2020.\nTIME : 1:00 PM - 5:00 PM unless otherwise stated.\nRALLY : Schedule of Rally Speaker(s) and Entertainment TBA.\nROUTE : TBA via mapmywalk.com\nRSVP : Please RSVP to confirm your INDIVISIBLE MARCH attendance. Marcher(s) registration ticket(s) are electronic (Zero Waste) and FREE. To RSVP for various cities and states, research our Indivisible March Facebook Page and click on Events and/or enter your ZIP CODE via indivisibleguide.com and click on Act Locally to search by type ""Indivisible Action"". You may receive updates via Facebook and E-MAIL from Indivisible March Network, the sponsor of this event.\nSHEBOYGAN :\nhttps://www.facebook.com/events/426127407759219/\nPLYMOUTH :\nhttps://www.facebook.com/events/1253949944703112/\nMINOCQUA :\nhttps://www.facebook.com/events/1849916998606197/\nMILWAUKEE :\nhttps://www.facebook.com/events/282538192205975/\nMENOMONIE :\nhttps://www.facebook.com/events/422067008178127/\nMADISON :\nhttps://www.facebook.com/events/254942784979770/\nEAU CLAIRE :\nhttps://www.facebook.com/events/184119168778760/\nBAYFIELD :\nhttps://www.facebook.com/events/228250524328891/'",2017-06-05 20:31:00.722474,"2 E Main St, Madison, WI 53703","https://www.google.com/maps?q=43.074452,-89.384122",INDIVISIBLE MARCH WISCONSIN,Parsed www.risestronger.org for training data,,['https://facebook.com/events/216290852204428'],risestronger.org,[],[],https://risestronger.org/events/indivisible-march-wisconsin
"Jun 14, 2017  5:00 PM - Jun 14, 2017  7:00 PM EDT","b'Please join us for a special documentary film event: ""13th"" by director Ava DuVernay.\nTerry Melvin, President of the Coalition of Black Trade Unionists, will give the introduction.\nCo-hosted by DC Labor FIlm Fest'",2017-06-05 20:31:01.626576,"815 16th St NW, Washington, DC, 20006","https://www.google.com/maps?q=38.9009038,-77.0359419",FILM SCREENING: 13TH,Parsed www.risestronger.org for training data,AFL-CIO,['https://facebook.com/events/1520639727970535'],risestronger.org,[],[],https://risestronger.org/events/film-screening-13th
"Aug 7, 2017  8:00 AM - Aug 7, 2017  5:00 PM CDT","b'Voter Registration\nMon Aug 7, 2017\nAbsentee Ballot Request\nThu Aug 17, 2017\nAbsentee Ballot Return\nHand Delivered by\nMon Aug 21, 2017 5:00pm EDT\nPostmarked by\nMon Aug 21, 2017\nPost received by\nTue Aug 22, 2017 12:00pm EDT'",2017-06-05 20:31:02.536766,"Birmingham, AL","https://www.google.com/maps?q=33.5206608,-86.80249",VOTER REGISTRATION DEADLINE - BIRMINGHAM MUNICIPAL ELECTIONS,Parsed www.risestronger.org for training data,,[],risestronger.org,[],[],https://risestronger.org/events/voter-registration-deadline-birmingham-municipal-elections
"Nov 1, 2017  7:00 PM - Nov 1, 2017  8:30 PM CDT",b'',2017-06-05 20:31:03.513908,"711 N Clark St, Cape Girardeau, MO, 63701","https://www.google.com/maps?q=37.314654,-89.547629",CAPE GIRARDEAU MEETING,Parsed www.risestronger.org for training data,Cape Girardeau Public Library,['https://facebook.com/events/1204225709690766'],risestronger.org,[],[],https://risestronger.org/events/cape-girardeau-meeting-45a62060-12b2-418b-b5b3-bef9b295f404
"Jul 20, 2017 11:00 AM - Jul 20, 2017  2:00 PM CDT","b'Topic: Please check back a few days before for topic and talking points.\n*Dress for the weather.\n*Bring your own sign.\n*Code of Conduct: We will engage in peaceful, civil discourse. All attendees are expected to be polite and respectful at all times. We do not engage with counter-protesters.'",2017-06-05 20:31:04.773685,"11724 NW Plaza Cir #900, Kansas City, MO 64153-1158","https://www.google.com/maps?q=39.3060799,-94.684966",REPRESENTATIVE GRAVES OFFICE VISIT,Parsed www.risestronger.org for training data,,['https://facebook.com/events/803103316530239'],risestronger.org,['Governance and Rule of Law'],[],https://risestronger.org/events/rep-graves-office-visit-8babe8ea-9c9b-4888-b3d1-39b77381fc38
"Jul 26, 2017  6:00 PM - Jul 26, 2017  7:15 PM EDT","b'All are welcome. No RSVP required. Meetings are bi-weekly through summer, and will resume their weekly schedule on September 6. Events and volunteer opportunities are sure to arise, however!\nActivist meetings will consist of event planning, occasional training, and some administrative tasks as necessary.\nSnacks provided.\nChildren welcome, but we are unable to provide child care.\nAny event changes (time, location, cancellation, etc.) will be posted by 3pm on event day.'",2017-06-05 20:31:05.512012,"5245 Pickard St, Mount Pleasant, MI, 48858","https://www.google.com/maps?q=43.6122691,-84.7432226",MOUNT PLEASANT - PLANNED PARENTHOOD ACTIVIST NIGHT,Parsed www.risestronger.org for training data,IHOP,['https://facebook.com/events/293865067710171'],risestronger.org,"['Governance and Rule of Law', 'Healthcare']",[],https://risestronger.org/events/mount-pleasant-activist-night-56da8275-4835-40d4-a507-061c6e97e52e
"Aug 26, 2017  1:00 PM - Aug 26, 2017  5:00 PM EDT","b'Hosted by\nIndivisible Suffragists\nand\nINDIVISIBLE MARCH\nINDIVISIBLE SUFFRAGISTS are in solidarity of the many Indivisible Actions inspired by the Indivisible Guide and Indivisible Groups Nationwide. The purpose of the INDIVISIBLE MARCH is to organize our resistance efforts more effectively and unify the accomplishments of more than 5,982 registered Indivisible Groups in the United States of America. We welcome you to take leadership as a Community Organizer in collaborating with other like-minded political activists to celebrate The Resistance.'",2017-06-05 20:31:06.522697,"1000 Bank St, Richmond, VA 23219-3673","https://www.google.com/maps?q=37.5388728,-77.4340241",INDIVISIBLE MARCH - RICHMOND,Parsed www.risestronger.org for training data,,['https://facebook.com/events/269300346874634'],risestronger.org,"['Governance and Rule of Law', 'Veterans', 'Energy and Climate', 'Healthcare', 'Economy and Jobs', 'Civil Rights and Civil Liberties', 'Education']",[],https://risestronger.org/events/va
"Jun 6, 2017  7:00 PM - Jun 6, 2017  9:00 PM EDT","b""A book discussion about Jonathan Haidt's THE RIGHTEOUS MIND - Why Good People Are Divided by Politics and Religion.  Discuss the topic of polarization in our times.  Understand each other and learn how, and how not, you might be able to persuade others to your cause.""",2017-06-05 20:31:07.329848,"8 River Road, Jericho, VT","https://www.google.com/maps?q=44.5182312,-72.946534","BOOK DISCUSSION - ""THE RIGHTEOUS MIND""",Parsed www.risestronger.org for training data,Deborah Rawson Memorial Library,['https://facebook.com/events/117626008796425'],risestronger.org,[],[],https://risestronger.org/events/book-discussion-the-righteous-mind
"Aug 26, 2017 12:00 PM - Aug 26, 2017  8:00 PM EDT","b'Celebrate Akron LGBTQ Pride. Food trucks, vendors, local talent, and a national talent to be announced! Come share the love and pride of Akron.\nInformation, sponsorship and vending opportunities available.\nWww.akronpride.org'",2017-06-05 20:31:08.234572,"1615 W Market St, Akron, OH, 44313","https://www.google.com/maps?q=41.1087389,-81.56749",AKRON PRIDE 2017,Parsed www.risestronger.org for training data,Hardesty Park,['https://facebook.com/events/1230540127027759'],risestronger.org,[],[],https://risestronger.org/events/akron-pride-2017
"Aug 26, 2017  1:00 PM - Aug 26, 2017  5:00 PM MDT","b'NOTICE : The following Indivisible Action currently requires Host(s). Unless official INDIVISIBLE MARCH Host(s) has been assigned to this event, the date shall be postponed (i.e. The initial scheduled date of August 26th 2017 shall be amended to the date of August 26th 2018 due to lack of leadership). indivisibleguide.com and/or indivisiblesuffragists.org (and/or all related Sponsorships and/or all Partnerships) shall NOT be liable for any special or consequential actions and/or damages that result from the use of, or the inability to use, the materials on this site or any and/or all related sites or any and/or all Social Media in association with the performance of the Host(s) organizing and representing indivisiblemarch.org, even if Indivisible Guide and/or Indivisible Suffragists has been advised of the possibility of such damages. The materials available on and/or from Facebook and Action Network are provided for general informational purposes only, do not constitute legal advice, and are not guaranteed to be complete or up-to-date in respect to the Indivisible Action INDIVISIBLE MARCH. Indivisible Suffragists does not provide legal advice and does not create an attorney-client relationship. If you need legal advice in regarding the INDIVISIBLE MARCH or any other subject matter in respect to The Resistance, please contact an attorney directly.\nORGANIZERS : The INDIVISIBLE MARCH Host(s) position is an honorable volunteered leadership position. If you represent an officially registered Indivisible Group or choose to register your group as an Indivisible Group on the indivisibleguide.com website via GROUP REGISTRATION, you qualify for the position of INDIVISIBLE MARCH Host(s) on behalf of your City or County district and may click onto the ORGANIZERS link to complete your Host(s) registration. The application for INDIVISIBLE MARCH Host(s) is not limited to representatives of Indivisible Groups, any and/or all unofficially registered progressive organizations and/or all groups resisting Trump\'s Agenda may apply as well.\nLINK :  http://indivisiblemarch.weebly.com/organizers.html\nDESCRIPTION :  INDIVISIBLE SUFFRAGISTS are in solidarity of the many Indivisible Actions inspired by the Indivisible Guide and Indivisible Groups Nationwide. The purpose of the INDIVISIBLE MARCH is to organize our resistance efforts more effectively and unify the accomplishments of more than 5,982 registered Indivisible Groups in the United States of America. We welcome you to take leadership as a Community Organizer in collaborating with other like-minded political activists to celebrate The Resistance.\nPROMOTION : We suggest that Host(s) create a FREE website via weebly.com or, if applicable, use your current Indivisible Group website for ""Host Contact Info"". That way Marchers can receive updates directly from your Indivisible Group site up until the last minute if your local INDIVISIBLE MARCH and Rally schedule changes.\nLOCATION : Location subject to change based upon required permits. Although ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances"", WE THE PEOPLE must abide by local laws that may limit the time, place and manner of such protests, to balance the rights of others and the safety of the community.\nPARKING : TBA\nTRANSPORTATION : TBA\nDATE : The date of August 26th was purposefully chosen for the 1st Annual INDIVISIBLE MARCH. Women in the United States were granted the right to vote on August 26, 1920, when the 19th Amendment to the United States Constitution was certified as law. Thus in 1971, August 26th became designated as ""Women\'s Equality Day"" in America. We intend to acknowledge the 97th Anniversary of the 19th Amendment in 2017 and beyond. Please help us to organize this historic event in a safe, legal and peaceful manner to uplift ALL Indivisible Groups across the United States as we commemorate the countdown to the 100th anniversary of the 19th Amendment in 2020.\nTIME : 1:00 PM - 5:00 PM unless otherwise stated.\nRALLY : Schedule of Rally Speaker(s) and Entertainment TBA.\nROUTE : TBA via mapmywalk.com\nRSVP : Please RSVP to confirm your INDIVISIBLE MARCH attendance. Marcher(s) registration ticket(s) are electronic (Zero Waste) and FREE. To RSVP for various cities and states, research our Indivisible March Facebook Page and click on Events and/or enter your ZIP CODE via indivisibleguide.com and click on Act Locally to search by type ""Indivisible Action"". You may receive updates via Facebook and E-MAIL from Indivisible March Network, the sponsor of this event.'",2017-06-05 20:31:09.340505,"City Park? 901-999 Beck Ave, Cody, WY 82414","https://www.google.com/maps?q=44.5254181,-109.0686929",INDIVISIBLE MARCH CODY,Parsed www.risestronger.org for training data,,['https://facebook.com/events/215097872314300'],risestronger.org,[],[],https://risestronger.org/events/indivisible-march-cody
"Aug 26, 2017  1:00 PM - Aug 26, 2017  5:00 PM MST","b'INDIVISIBLE MARCH\xe2\x80\x8b\nJoin the Indivisible Movement to Resist Trump\xe2\x80\x99s Agenda\nRSVP 8.26\n\xe2\x80\x8bMarch in celebration of The Resistance and The 19th Amendment. INDIVISIBLE SUFFRAGISTS are in solidarity of Indivisible Actions inspired by the INDIVISIBLE GUIDE. The date of 8.26 was purposefully chosen based upon the official enactment. Thus in 1971, August 26 became designated as ""Women\'s Equality Day"" in the United States. If you are one of the 5,982+ officially registered Indivisible Groups via indivisibleguide.com and are interested in participating in the INDIVISIBLE MARCH, we welcome you to join us in celebration of our historical progress and accomplishments of THE RESISTANCE. We intend to acknowledge the 97th Anniversary of the 19th Amendment in 2017 and beyond. Please help us to uplift Indivisible Actions across the United States, and worldwide, for the countdown to the 100th anniversary in 2020. We ask that you register on indivisiblemarch.org via the RSVP page to confirm your attendance. Participation is not limited to Indivisible Groups. All like minded NPO organizations and activist groups contributing to THE RESISTANCE are welcome to take leadership in organizing and participating in the INDIVISIBLE MARCH. WE THE PEOPLE are the INDIVISIBLE MARCH.\xe2\x80\x8b\nFurther Description : TBA'",2017-06-05 20:31:10.315963,"Flagstaff City Hall? 211 W Aspen Ave, Flagstaff, AZ 86001","https://www.google.com/maps?q=35.1990966,-111.6516304",INDIVISIBLE MARCH ON FLAGSTAFF,Parsed www.risestronger.org for training data,,['https://facebook.com/events/275037192948081'],risestronger.org,[],[],https://risestronger.org/events/indivisible-march-on-flagstaff
"Jun 10, 2017  6:00 PM - Jun 10, 2017  8:00 PM CDT","b""We're moving our picnic indoors so you don't need to worry about rain, humidity or ants! Bring a side dish and enjoy the evening with us.  There will be hot dogs & home made ice cream!!""",2017-06-05 20:31:11.179832,"11 N Walnut St, Dexter, MO 63841-1765","https://www.google.com/maps?q=36.7933729,-89.9579091",ANNUAL JUNE PICNIC,Parsed www.risestronger.org for training data,,['https://facebook.com/events/216807508830930'],risestronger.org,[],[],https://risestronger.org/events/annual-june-picnic
"Jul 22, 2017 11:00 AM - Jul 22, 2017  5:00 PM CDT","b'Last summer a large storm tested the resilience of the rivers, wetlands, and infrastructure in Northwest Wisconsin. Join us to see firsthand how local efforts to be prepared for floods worked and what happens to rivers and roads when proper precautions and planning are not in place. Tony Janisch and Kevin Brewster, from the Bad River Watershed Association will share a brief presentation and tour of the work they have been leading for many years to help local municipalities be prepared for flooding. Then we will go on a guided paddling trip on either the White or Marengo River based on river conditions, to see how the river was impacted by the floods.\nPaddle will take place on the White or Marengo River in Ashland County (will be announced later, based on river conditions)\nLunch will be provided.  Please bring your own boat, pfd and other paddling necessities.\nAdvance registration required.'",2017-06-05 20:31:12.048284,Wisconsin,"https://www.google.com/maps?q=43.7844397,-88.7878678","PADDLING THROUGH CLIMATE CHANGE, WHITE OR MARENGO RIVER",Parsed www.risestronger.org for training data,Ashland County,['https://facebook.com/events/200266100458526'],risestronger.org,['Energy and Climate'],[],https://risestronger.org/events/paddling-through-climate-change-white-or-marengo-river
"Sep 19, 2017 10:00 AM - Sep 19, 2017 12:00 PM PDT","b'The Congressman\'s staff regularly hold office hours at rotating Sacramento Public Libraries (SPL) throught his district.\nLocated at the SPL - Franklin Branch.\nThey specify they are there to ""help Veterans with backlogged benefits, assist seniors with Social Security and Medicare, stalled passports and more.""\nThese office hours are always a great opportunity to meet staff and develop a dialogue with your Congressmans\' staff. While they cannot always speak on positions, they can pass along concerns and share stories with the Congressman.'",2017-06-05 20:31:18.570698,"10055 Franklin High Rd, Elk Grove, CA 95757-5951","https://www.google.com/maps?q=38.391758,-121.43152",STAFF OFFICE HOURS - AMI BERA,Parsed www.risestronger.org for training data,,['https://facebook.com/events/181561259007894'],risestronger.org,[],[],https://risestronger.org/events/staff-office-hours-ami-bera-65cf81e6-e723-45fc-8363-311207a7967f
"Jun 16, 2017 10:00 AM - Jun 17, 2017  1:00 PM PDT","b'Psychotherapists, activists and allies unite to take a strong stance against the dangerous and harmful conversion therapy. Protect LGBTQ communities. More details to follow.'",2017-06-05 20:31:19.560711,"San Diego, CA","https://www.google.com/maps?q=32.715738,-117.1610838",PROTEST CONVERSION THERAPY CONFERENCE,Parsed www.risestronger.org for training data,,['https://facebook.com/events/1217745048280267'],risestronger.org,[],[],https://risestronger.org/events/protest-conversion-therapy-conference
